Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
723905f8-9ef5-37d0-898b-5fde6e93d01e,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,CA,96080,40.205827,-122.266358,5305298012,2.4323404500047553E7,172216
122c560f-93b9-3a1d-8b3f-209b8019dad3,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND,CA,94609,37.769857,-122.22563999999998,5106554000,6.279638841043012E7,443337
c52a0499-1d87-3c18-a5a6-325b11142490,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,92243,32.777768,-115.599103,7603397100,9.192269174949338E7,650323
821de1b3-51cf-3ec8-9509-bdd42844bdbf,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,2333 BUCHANAN STREET,SAN FRANCISCO,CA,94115,37.727239,-123.032229,4156006000,4706200.290000497,33279
1182c949-0146-3848-8b64-1e0697ad0718,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,33.946032,-116.899241,9518451121,7.528476549014717E7,534206
7710ba7d-ad9b-3602-b671-118056e2558f,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,CA,94110,37.727239,-123.032229,4156416562,4835977.620000213,33973
759eaa37-0326-3b1f-ad0a-65dcde59f1fe,ANTELOPE VALLEY HOSPITAL,1600 W AVE J,LANCASTER,CA,93534,34.693558,-118.175305,6619495000,5.283719618032842E7,374188
8a6912c8-1f4d-31f9-b2e9-f219fcd0eeb8,KAWEAH DELTA MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA,CA,93291,36.327154,-119.323409,5596242000,1.3039760087797242E8,923379
90d24d77-5b76-333c-ae6b-232031d08d25,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,GLENDALE,CA,91204,34.181393,-118.24583,8185021900,1.3589002017774817E8,960943
89abc445-28cd-3e4d-ba3e-1501c37b9403,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,CA,93721,36.780489,-119.762274,5594596000,1.5936238992676657E8,1127865
4174ff62-c8a8-3dd1-bbbe-4e443f8545f4,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,CA,90027,34.019394,-118.410825,2134133000,1.1126896499984063E7,78750
286ecfa3-7672-3ae1-ac2c-ac5890948c94,OAK VALLEY HOSPITAL DISTRICT,350 S OAK AVE,OAKDALE,CA,95361,37.851753,-120.789257,2098473011,3.577160855016481E7,252581
7580a92b-c291-3578-90dd-b741672e4db8,ST JOSEPH HOSPITAL,1100 WEST STEWART DR,ORANGE,CA,92868,33.804843,-117.824876,7146339111,5.397908500034287E7,380292
b8ade049-b9fb-3bee-bc97-bb889b1d29d5,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,CA,94080,37.645601,-122.411548,6507423200,5.5507680510361336E7,390352
68f85ffc-732f-3b0d-8fea-fa3feff716a2,KAISER FOUNDATION HOSPITAL-SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA,CA,95051,37.364613,-121.967934,4082366400,5.93688929954878E8,4180117
569679a4-a8d9-39cf-8f93-35653d50dfed,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1425 S MAIN STREET,WALNUT CREEK,CA,94596,37.902666,-122.040479,9252954000,7.862726828001171E7,553082
674011ec-2127-398d-bcb7-8539a529f5e3,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,975 SERENO DR,VALLEJO,CA,94589,38.107911,-122.26388,7076511000,6.83066889204286E7,481585
cf56111b-6a69-3cee-810d-a27c127ff9a6,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,275 W MACARTHUR BOULEVARD,OAKLAND,CA,94611,37.769857,-122.22563999999998,5107521000,5.940741781039775E7,419346
6a072d2e-9b4e-3246-981b-fb45a5c676d5,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,CA,94115,37.655104,-122.376234,4158332646,3.691279729017528E7,259786
0efdad2c-d286-3d0b-84eb-fbf6159a436c,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,32.8153,-117.134993,6192948111,6.882632330040601E7,485684
e83df7a6-d791-3c80-9daf-084c8857c4d1,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,33.898883000000005,-118.166629,3108323311,1.4363830142743066E8,1016624
00703cc0-88b5-3f02-b225-1b29aafa3aaf,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,34.202346,-119.204603,8059882500,1.8690960448561475E8,1319778
3b70a87e-a8e2-3a2d-8b5c-0f764cc380fc,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,37.976342,-121.313304,2099432000,1.0078844652915764E8,714378
0083c7ca-47d3-3887-8d08-f9050143fa87,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,CA,92411,34.139261,-117.295317,9098876333,7.053726048033047E7,499830
566a09bc-972c-3b06-9315-eb70fc96cd68,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,SONOMA,CA,95476,38.290337,-122.459838,7079355000,1.495365045997432E7,105315
9ba59bf7-ef7d-3280-b199-2a01f9cceaef,COMMUNITY HOSPITAL OF HUNTINGTON PARK,2623 E SLAUSON AVE,HUNTINGTON PARK,CA,90255,33.97803,-118.217141,3235831931,6.341280010403118E8,4491753
7e32d373-72e2-3b28-abf5-663621aca068,SAINT AGNES MEDICAL CENTER,1303 E HERNDON AVE,FRESNO,CA,93710,36.782674,-119.794492,5594503000,7.73839553700639E7,548769
1e3266c7-7ddc-3049-9982-193fdcf434d1,WEST COVINA MEDICAL CENTER  INC,725 S ORANGE AVE,WEST COVINA,CA,91790,34.055941,-117.909937,6263388481,1.0798932355885115E8,763558
fb4b4d16-4805-3c8c-9ce2-bf4bc5cc8fb6,SAN ANTONIO REGIONAL HOSPITAL,999 SAN BERNARDINO ROAD,UPLAND,CA,91786,34.117446,-117.659918,7149852811,2.056614514748324E8,1452083
394909b3-1558-3747-918c-80d697947d33,SHARP MEMORIAL HOSPITAL,7901 FROST ST,SAN DIEGO,CA,92123,32.8153,-117.134993,8589393400,7.044595838034087E7,496928
25851727-95bd-30c0-af1c-541451d9ebdc,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DR,VALLEJO,CA,94589,38.107911,-122.26388,7075545280,7.151416378029755E7,504000
1604b5f0-04b7-339e-a626-556618e09841,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE,CA,92503,33.938143,-117.393168,9516882211,1.0219368210909294E8,723303
dd0cd1f6-1eff-3811-b2f6-6ce66252eeae,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,34.019394,-118.410825,3232685000,1.1572964139982967E7,81629
76e2cc5a-7d44-319c-b621-d8e8180bafb4,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,33.923962,-118.201647,3109008900,2.2711341951392943E8,1608106
69fe3e45-c423-317a-abce-b3ed719b18eb,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,34.933214,-120.443815,8057393100,1.008527955491565E8,717273
46dd198f-8c0d-3ee6-a25a-3d8ac22f1fe8,SUTTER MEDICAL CENTER  SACRAMENTO,2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,38.566592,-121.468632,9167338999,7.546319838014227E7,531340
90488973-8484-334c-8e9d-79176835a2a1,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,CA,93436,34.662689,-120.47083700000002,8057373300,2.2571541810029473E7,159547
97366f6d-eaae-37fd-9f3c-83fd3e783050,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,SANTA MONICA,CA,90404,34.023413,-118.481666,3103194000,2.2716449618394086E8,1605683
1fbdca41-e844-3beb-8cac-74270bfb3b4e,SAN MATEO MEDICAL CENTER,222 W 39TH AVE,SAN MATEO,CA,94403,37.56031,-122.3106,6505732222,1.5580230810688102E8,1095763
9211e484-c327-3064-a295-8f3f6c78f841,PALOMAR HEALTH DOWNTOWN CAMPUS,555 E VALLEY PARKWAY,ESCONDIDO,CA,92025,33.133648,-117.073223,7607393000,5.4457531340349115E7,385297
cc3f6cdc-c30e-34e6-8f7c-9130eef5cd98,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BLVD,NORTHRIDGE,CA,91325,34.184617,-118.944354,8188858500,4.293809415023719E7,301794
babb3207-4775-36a0-a73b-dd78e0067cbe,DOCTORS HOSPITAL OF MANTECA,1205 E NORTH STREET,MANTECA,CA,95336,37.795045,-121.228856,2098233111,4.3448189940239534E7,306823
71325ad1-bb35-301e-af5e-bf6ac5e81a9e,ADVENTIST MEDICAL CENTER,115 MALL DRIVE,HANFORD,CA,93230,36.248545,-119.63453,2094107200,8.89730505196143E7,632564
3fdc8588-23e9-3f61-af6c-18293cd6287d,DAMERON HOSPITAL,525 WEST ACACIA STREET,STOCKTON,CA,95203,37.976342,-121.313304,2099445550,1.0166299229911724E8,720139
2deeb7c4-7750-3077-ad6e-5bbbb8efb261,USC VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,GLENDALE,CA,91209,34.181393,-118.24583,8187907100,1.3480040399778292E8,952342
dedf7eda-5858-3831-9e7a-6a84727f0642,REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVENUE,SAN JOSE,CA,95116,37.296867,-121.819306,4082595000,1.1245770083865058E8,790972
76525408-6732-3462-a9a9-90d27889f2c2,VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN ST,VAN NUYS,CA,91406,34.019394,-118.410825,8187826600,1.0229539789986424E7,72210
b425dec1-1f7c-3034-b60e-1326436c493e,WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,WOODLAND,CA,95695,38.671167,-121.750033,5306623961,8.383539675980748E7,592766
3478468a-d2e3-301f-8ce6-068044353fb0,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,CA,92056,33.164261,-117.169992,7607248411,3.506747100353401E8,2478916
6ea7bc18-b0e3-3ca7-bb4c-82b4c1e00d82,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,34.139261,-117.295317,9098838711,7.010501942035376E7,496967
06b07e61-4288-3b20-8602-4da53797a1ee,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,CA,94945,38.084925,-122.54873,4152091300,5.600272458036316E7,393899
6589b05c-6e7b-313f-b1a6-0dbdcd76fec2,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,34.058753,-118.1135,6262895454,8.16695242598993E7,576344
d7496509-cbe9-3b28-8239-46ccc907f494,RIDEOUT MEMORIAL HOSPITAL,726 4TH ST,MARYSVILLE,CA,95901,39.151535,-121.583374,5307494300,2.3169322620035294E7,163031
7dbe8a71-ceef-3e3e-b99e-fc3d1b5921a1,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,34.088267,-118.37183,3234622271,8.055288208279619E8,5695268
a9e5893f-5788-3d0d-8f3d-083dbac6279e,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,CA,94954,38.242618,-122.628434,7077781111,7.064300173033637E7,497211
9dfe339e-0427-34ae-91a7-2aa1acf5ede3,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,CA,91402,34.61165,-118.299774,8183753333,4.7277452520278E7,333900
e25343d0-d5d1-32ee-b972-c2c06894aa65,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,CA,90027,34.019394,-118.410825,3237834011,1.094187118998456E7,77390
d4e878ec-5546-3f2d-9199-44797c794067,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,33.938237,-118.130856,5624616007,3.907814473019668E7,275994
2486b094-3310-3bfa-98d9-0ba6437782c5,KAISER FOUNDATION HOSPITAL FONTANA,9961 SIERRA AVE,FONTANA,CA,92335,34.108793,-117.462685,9094275500,3.434699242242501E8,2427786
15011bcf-22f7-347c-ba5e-57d4f9a0276c,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,37.526814,-121.01148700000002,8316245311,5.786954624038028E7,409007
6c4e5986-517b-3203-a569-68a07c82672c,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,LOS ANGELES,CA,90015,34.019394,-118.410825,2137482411,1.163535876998278E7,82342
95ba274c-fdc1-3209-93ad-86634717d8a7,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY,CA,95945,39.725244,-120.959078,5302746000,2675472.4000009033,18821
40bafb49-0fe6-3a73-9b14-0d83f5a32339,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,SAN FRANCISCO,CA,94109,37.645601,-122.411548,4153536000,5.6397715550370485E7,396346
f75c18af-7cac-310e-ae7d-39df02309f63,O'CONNOR HOSPITAL,2105 FOREST AVENUE,SAN JOSE,CA,95128,37.296867,-121.819306,4089472500,1.1442568405858333E8,806176
268938ef-20ab-3a8b-8acf-69f65a9f64e0,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,ENCINO,CA,91436,34.019394,-118.410825,8189955000,1.1479386779983174E7,81099
75c775c6-19cd-3651-9715-f5571fe017b8,VENTURA COUNTY MEDICAL CENTER,300 HILLMONT AVENUE,VENTURA,CA,93003,34.268127,-119.255025,8056526075,3.116315693011785E7,219565
475248a9-3b7c-3728-8352-eb06db121f8e,SAN JOAQUIN GENERAL HOSPITAL,500 W HOSPITAL ROAD,FRENCH CAMP,CA,95231,37.868136,-121.271419,2094686000,6.864167720040506E7,486777
a5ed5090-7c6c-3dfa-9530-691f228050e4,ST JUDE MEDICAL CENTER,101 E VALENCIA MESA DRIVE,FULLERTON,CA,92835,33.885714,-117.928025,7149923000,2.3458248552362874E8,1653534
ff687386-4e82-3dad-b784-6147e8e445a4,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,12401 WASHINGTON BLVD,WHITTIER,CA,90602,33.976001000000004,-118.068925,5266980811,6.688018841047023E7,472055
260acf7c-18b9-3705-99f8-40c4520e39df,SANTA ROSA MEMORIAL HOSPITAL,1165 MONTGOMERY DR,SANTA ROSA,CA,95405,38.446816,-122.706136,7075255300,1.905823408454628E8,1343072
fb056aa0-7cd6-3a48-9950-84b8713d6b4b,EMANUEL MEDICAL CENTER,825 DELBON AVE,TURLOCK,CA,95382,37.505214,-120.858764,2096674200,1.0516158375895949E8,743959
44775a1f-e761-3ec7-aa7d-45d55684a9e5,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY RD,WALNUT CREEK,CA,94598,37.902666,-122.040479,9259393000,7.906044277999818E7,556719
259371f6-1d98-3729-8003-f6ca1c5724c5,GEORGE L MEE MEMORIAL HOSPITAL,300 CANAL STREET,KING CITY,CA,93930,36.208771,-121.152411,8313856000,4.739039876027407E7,336704
cfcb347c-b215-35cc-b9b1-02381b5c4ee4,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,CA,90813,33.809102,-118.155327,5624919000,8.845997938962701E7,625079
584f4d64-27ac-393e-b412-3dda8cfa4e9c,ADVENTIST MEDICAL CENTER - REEDLEY,372 W CYPRESS AVE,REEDLEY,CA,93654,36.599207,-119.448035,5596388155,9.237272650949158E7,657291
325699ba-9b48-3446-b8c4-a013c157cdfb,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,36.919608,-121.77025,8317244741,5.616543484036127E7,397678
345f1f18-6cc2-3929-b459-67e70f7717b3,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,94538,37.494373,-121.941117,5107971111,1.6352772007657257E8,1151842
9d570179-d44e-3787-b4fc-ac6107317ac2,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,37.515274,-122.213672,6503675551,5.6188391630369075E7,395104
d18f3131-8e60-3ef0-a742-e11e911eb243,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,34.591316,-118.109001,6613825000,7.601427802011968E7,538237
57f46fca-04bd-3d5b-88cc-338d80731cd2,EAST VALLEY GLENDORA HOSPITAL,150 WEST ROUTE 66,GLENDORA,CA,91740,34.145433000000004,-117.846961,6263350231,4.943506991029878E7,348577
7da4a22c-1e47-3ff9-8f03-7fd6283b581a,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,94501,37.764471,-122.283273,5105223700,1.8715384489559484E8,1318307
fe96464c-8f14-3dfb-be97-1163c69cb2cb,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,32.62767,-117.01517,6195025800,3.231167609109782E8,2285537
b4582de1-eecc-3958-bb33-06560647cef2,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,33.596609,-117.887793,9497644624,1.0121940410910396E8,711023
302ced52-faa7-3b48-8dd9-94441981ecca,FEATHER RIVER HOSPITAL,5974 PENTZ ROAD,PARADISE,CA,95969,37.006286,-122.042404,5308779361,5.321865227034002E7,374084
6b4e2d68-92fd-3716-8d42-af98aa519894,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 W LA PALMA AVENUE,ANAHEIM,CA,92801,33.855497,-117.760071,7147741450,4.421924055024889E7,311329
93ced224-dcd6-3b35-a9e7-72a13ec0cebf,SAN FRANCISCO GENERAL HOSPITAL,1001 POTRERO AVENUE,SAN FRANCISCO,CA,94110,37.727239,-123.032229,4152068000,4757889.530000398,33530
e2f3afd4-fb66-3d43-bd8d-c38b4b68b7a7,GARDEN GROVE HOSPITAL & MEDICAL CENTER,12601 GARDEN GROVE BLVD,GARDEN GROVE,CA,92843,33.778782,-117.960472,7145375160,2.762856093834717E8,1948701
e1f6a125-8ac7-34e6-91b0-ee1293a352d8,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 N GAREY AVE,POMONA,CA,91767,34.058595000000004,-117.761265,9098659500,6.4501199890449844E7,454245
705d051b-3359-3aa7-b00a-a476e3a5949b,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVE,SAN LUIS OBISPO,CA,93401,35.234829,-120.679092,8055435353,5.720674550037668E7,402960
017ea04b-09f8-3041-a750-47a3738c1575,SHARP CORONADO HOSPITAL AND HLTHCR CTR,250 PROSPECT PLACE,CORONADO,CA,92118,32.657202000000005,-117.15613700000002,6194356251,2.4269714197328615E8,1711855
d1ae4816-4832-3c80-bc2c-04b0f7e2551a,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA,BURBANK,CA,91505,34.188986,-118.324866,8188435111,5.584975418685607E8,3949022
dd2d6d2d-b5c1-3062-9b63-6a7e23997b35,ADVENTIST HEALTH SIMI VALLEY,2975 N SYCAMORE DR,SIMI VALLEY,CA,93065,34.266887,-118.748458,8059556000,1.765327270260479E8,1244526
b7166f92-0543-350f-9c0b-6c7f4c089b80,METHODIST HOSPITAL OF SOUTHERN CA,300 W HUNTINGTON DR,ARCADIA,CA,91006,34.132689,-118.036347,6264454441,1.8665369607563037E8,1317367
b300b03d-801a-3e7b-a5d0-acf22a38da3f,GLENDALE ADVENTIST MEDICAL CENTER,1509 E WILSON TERRACE,GLENDALE,CA,91206,34.181393,-118.24583,8184098202,1.3437072989780092E8,948264
51bb9f2d-ebe6-3dee-bf7e-25a7c5771f9b,DOMINICAN HOSPITAL,1555 SOQUEL DRIVE,SANTA CRUZ,CA,95065,37.052538,-122.211397,8314627700,7682590.409992929,54124
deb17ef6-d39c-3281-a2ea-bfac6613cd21,DESERT REGIONAL MEDICAL CENTER,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,CA,92262,33.800898,-116.537993,7603236511,6.475731249043981E7,459718
ba695199-e528-3bcd-9233-ed01baa1af39,ARROWHEAD REGIONAL MEDICAL CENTER,400 NORTH PEPPER AVENUE,COLTON,CA,92324,34.05455300000001,-117.325031,9095801000,1.4405502404742703E8,1020447
0ab3aa60-9655-3ae3-9038-998ca1d06898,NATIVIDAD MEDICAL CENTER,1441 CONSTITUTION BOULEVARD,SALINAS,CA,93906,36.690182,-121.63371399999998,8317554195,1.2520779115818407E8,886273
c498962f-ddf4-3694-ad07-8383c64c04c8,MARSHALL MEDICAL CENTER,1100 MARSHALL WAY,PLACERVILLE,CA,95667,38.742995,-120.793062,5306221441,1.2306735489981106E7,87039
17bf7bfd-0417-3ee9-9ec6-a92c9865a853,GOOD SAMARITAN HOSPITAL,901 OLIVE DRIVE,BAKERSFIELD,CA,93308,35.321213,-119.018291,6613994461,3.961636040020225E7,282328
2bc09319-1393-37b6-a27e-fa3a250541fd,SIERRA VIEW MEDICAL CENTER,465 W PUTNAM AVE,PORTERVILLE,CA,93257,36.055755,-119.011073,5597841110,2.7879402520085305E7,198337
754c57dd-f372-3261-9c0a-1a011f88c066,RONALD REAGAN U C L A MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,CA,90095,34.019394,-118.410825,3108256301,1.156640088998298E7,81638
4957ee1f-8ab0-3a9f-abfd-71fa3ac08214,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,34.051642,-117.170862,9093355500,1.2455184536819176E8,880910
47905ca4-759d-3d3c-8a24-124df79772a9,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVENUE,MARTINEZ,CA,94553,37.999635,-122.113903,9253705000,8.15766469798993E7,574358
66a2d32c-49ae-3d70-b692-f46ddbcc7143,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI ST,MISSION HILLS,CA,91346,34.688779,-120.43975,8183658051,3.393010645014644E7,238843
83b53cf0-a3e7-3485-912c-1a494b2f6a83,HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER ROAD,JOSHUA TREE,CA,92252,34.122471000000004,-116.313663,7603663711,4.440916642024752E7,314927
3fca4108-5ad7-3b99-9a7e-0ef168eb9af9,MERCY MEDICAL CENTER REDDING,2175 ROSALINE AVE  CLAIRMONT HGTS,REDDING,CA,96001,40.567432,-122.364827,5302256102,4.1296348210220166E7,291191
b280b49c-1db9-373d-86b2-2bd42ab41c07,ALHAMBRA HOSPITAL MEDICAL CENTER,100 S RAYMOND AVE,ALHAMBRA,CA,91801,34.083571,-118.136444,6265701606,2.4833832827306685E8,1754640
