Id,NAME,ADDRESS,CITY,STATE_HEADQUARTERED,ZIP,PHONE,AMOUNT_COVERED,AMOUNT_UNCOVERED,REVENUE,COVERED_ENCOUNTERS,UNCOVERED_ENCOUNTERS,COVERED_MEDICATIONS,UNCOVERED_MEDICATIONS,COVERED_PROCEDURES,UNCOVERED_PROCEDURES,COVERED_IMMUNIZATIONS,UNCOVERED_IMMUNIZATIONS,UNIQUE_CUSTOMERS,QOLS_AVG,MEMBER_MONTHS
7caa7254-5050-3b5e-9eae-bd5ea30e809c,Medicare,7500 Security Blvd,Baltimore,MD,21244,1-800-633-4227,10021242707.16,1672752420.37,15321440750.00,22242292,0,24091040,0,13103453,0,5499018,0,422015,0.7808112927957138,63911892
7c4411ce-02f1-39b5-b9ec-dfbea9ad3c1a,Medicaid,7500 Security Blvd,Baltimore,MD,21244,1-877-267-2323,5714848508.64,3016773238.56,30886084250.00,45266199,0,9582186,0,87704478,0,10550719,0,953261,0.7606179124212785,133345272
d47b3510-2895-3b70-9897-342d681c769d,Humana,500 West Main St,Louisville,KY,40018,1-844-330-7799,1717854676.58,1950443106.32,277240875600.00,27651542,4289378,0,11147827,28087367,1480062,15147857,425886,612913,0.9187763588290411,164468184
6e2f1a2d-27bd-3701-8d08-dae202c58632,Blue Cross Blue Shield,Michigan Plaza,Chicago,IL,60007,1-800-262-2583,4215076361.71,2658329952.11,283181691600.00,30958491,0,10973098,0,28585910,0,15019053,0,595436,0.9181708273059255,158736912
5059a55e-5d6e-34d1-b6cb-d83d16e57bcf,UnitedHealthcare,9800 Healthcare Lane,Minnetonka,MN,55436,1-888-545-5205,1836685122.18,1591047010.00,290099392900.00,25830856,3994946,0,10453198,26246236,1392802,14195148,400295,583396,0.9196824732539236,154010232
4d71f845-a6a9-3c39-b242-14d25ef86a8d,Aetna,151 Farmington Ave,Hartford,CT,6156,1-800-872-3862,1916332881.02,1451992490.00,299954366000.00,25381505,3926349,0,10310628,25823004,1366534,13940175,394205,575222,0.9199375307006167,151316736
047f6ec3-6215-35eb-9608-f9dda363a44c,Cigna Health,900 Cottage Grove Rd,Bloomfield,CT,6002,1-800-997-1654,2008014511.87,1324970400.00,311608061100.00,25112241,3858480,0,10196311,25478021,1346035,13813521,388756,569141,0.9201500344957522,149689032
42c4fca7-f8a9-3cd1-982a-dd9751bf3e2a,Anthem,220 Virginia Ave,Indianapolis,IN,46204,1-800-331-1476,1144135582.15,527189740.00,320984338400.00,12564613,15936920,0,10028832,5786554,20692318,13582501,395520,563452,0.9202552725818117,147213828
b1c428d6-4f07-31e0-90f0-68ffa6ff8c76,NO_INSURANCE,,,,,,0.00,23195720203.48,0.00,0,21582069,0,9489142,0,18289340,0,8101864,202846,1.1209135291616994,81480000
b3221cfc-24fb-339e-823d-bc4136cbc4ed,Dual Eligible,7500 Security Blvd,Baltimore,MD,21244,1-877-267-2323,855845750.08,545183166.90,4744522000.00,3330577,0,3237001,0,1586363,0,838813,0,79623,0.444896836654791,11960532
7caa7254-5050-3b5e-9eae-bd5ea30e809c,Medicare,7500 Security Blvd,Baltimore,MD,21244,1-800-633-4227,9452514414.21,1897640888.14,17667632000.00,25791909,0,27231455,0,14857107,0,6332751,0,486068,0.7726996228228714,73545936
7c4411ce-02f1-39b5-b9ec-dfbea9ad3c1a,Medicaid,7500 Security Blvd,Baltimore,MD,21244,1-877-267-2323,6523299999.88,4120020759.66,47721584250.00,61008238,0,14840825,0,104116018,0,16331358,0,1084512,0.745833310368833,207021840
d47b3510-2895-3b70-9897-342d681c769d,Humana,500 West Main St,Louisville,KY,40018,1-844-330-7799,1124252288.42,1948760318.47,274126229100.00,27358647,4354285,0,11078885,28047021,1392114,14424711,425363,595689,0.9140747001063655,162381276
6e2f1a2d-27bd-3701-8d08-dae202c58632,Blue Cross Blue Shield,Michigan Plaza,Chicago,IL,60007,1-800-262-2583,3224891775.55,2608550012.66,273160254600.00,30141141,0,10848430,0,27753350,0,13988419,0,568310,0.9130896214672518,152849724
5059a55e-5d6e-34d1-b6cb-d83d16e57bcf,UnitedHealthcare,9800 Healthcare Lane,Minnetonka,MN,55436,1-888-545-5205,1224164726.87,1520273129.07,274008249200.00,24422827,3866613,0,10025884,24908834,1241853,12948382,382221,549607,0.9157111027099245,145268652
4d71f845-a6a9-3c39-b242-14d25ef86a8d,Aetna,151 Farmington Ave,Hartford,CT,6156,1-800-872-3862,1297378138.08,1373165690.00,281116986000.00,23763826,3756002,0,9750361,24242541,1209076,12633304,372420,537353,0.9160298641951998,141599280
047f6ec3-6215-35eb-9608-f9dda363a44c,Cigna Health,900 Cottage Grove Rd,Bloomfield,CT,6002,1-800-997-1654,1373361889.48,1240203660.00,288708932400.00,23251881,3647651,0,9505770,23670034,1179121,12348367,363306,526926,0.916226060293431,138506940
42c4fca7-f8a9-3cd1-982a-dd9751bf3e2a,Anthem,220 Virginia Ave,Indianapolis,IN,46204,1-800-331-1476,799535091.55,489943355.00,294109910600.00,11429642,14684297,0,9259819,5285156,18909983,12022607,367110,517066,0.9163630629774863,134697960
b1c428d6-4f07-31e0-90f0-68ffa6ff8c76,NO_INSURANCE,,,,,,0.00,22671202624.86,0.00,0,35149029,0,15617605,0,29543281,0,12766791,312245,1.1335521186722097,131185956
